,short_name,nationality,club,age,wage_eur,value_eur,defending_standing_tackle,dribbling,movement_reactions,movement_reactions,attacking_short_passing,mentality_vision,value_pred
8499,F. Berenguer,France,Melbourne City FC,30,5000,725000,56,67.0,63,63,66,67,769125.0
8504,Bruno Monteiro,Portugal,CD Tondela,34,3000,375000,64,67.0,71,71,70,64,503275.0
8518,B. García,Honduras,Houston Dynamo,34,3000,375000,61,69.0,69,69,69,68,712575.0
8523,E. O'Kane,Republic of Ireland,Leeds United,28,18000,675000,64,70.0,67,67,71,67,1574375.0
8533,M. Jonckheere,Belgium,KV Oostende,29,6000,725000,60,67.0,62,62,70,69,834750.0
8535,R. Holmes,England,Sheffield United,32,11000,600000,23,70.0,63,63,63,66,827375.0
8540,M. Makuszewski,Poland,Lech Poznań,29,4000,750000,38,65.0,64,64,66,64,751200.0
8542,Nam Joon Jae,Korea Republic,Jeju United FC,31,3000,675000,21,69.0,66,66,61,51,746525.0
8543,R. Smallwood,England,Blackburn Rovers,28,7000,675000,70,59.0,67,67,62,58,725750.0
8544,J. Morris,England,Fleetwood Town,27,4000,800000,55,67.0,65,65,65,66,735525.0
8545,A. Crawford,Scotland,Doncaster Rovers,27,4000,775000,59,69.0,59,59,68,67,796375.0
8547,N. Dumitru,Italy,Gaz Metan Mediaş,27,4000,800000,34,64.0,66,66,63,60,679700.0
8553,L. Arias,Colombia,Unión Magdalena,34,1000,375000,65,67.0,65,65,67,63,541750.0
8556,Hernán,Spain,Real Sporting de Gijón,28,4000,750000,69,65.0,66,66,68,67,890500.0
8558,Park Jin Po,Korea Republic,Jeju United FC,31,3000,675000,68,67.0,70,70,62,65,882075.0
8560,Noguera,Spain,CD Numancia,29,4000,750000,65,69.0,66,66,72,68,1183100.0
8562,B. Halloran,Australia,Adelaide United,27,2000,800000,29,68.0,64,64,62,62,811875.0
8563,A. Tighadouini,Morocco,Málaga CF,26,4000,825000,25,70.0,67,67,64,62,1069375.0
8565,L. Bangoura,Guinea,Vancouver Whitecaps FC,27,3000,800000,17,71.0,55,55,62,62,850125.0
8566,J. Skalák,Czech Republic,Millwall,27,5000,800000,26,70.0,65,65,63,64,844125.0
8567,Gerard Badía,Spain,Piast Gliwice,29,3000,750000,23,67.0,63,63,65,66,767850.0
8570,Cerrajería,Spain,CD Mirandés,30,3000,725000,45,65.0,66,66,71,72,868750.0
8572,Y. Toutouh,Denmark,Aarhus GF,26,5000,825000,36,68.0,61,61,65,63,889875.0
8573,W. Kamavuaka,DR Congo,SV Darmstadt 98,29,7000,650000,71,57.0,65,65,63,49,634900.0
8578,N. DeLeon,United States,Toronto FC,28,3000,775000,58,66.0,65,65,66,61,705175.0
8581,M. Saeid,Sweden,IK Sirius,28,2000,750000,57,70.0,68,68,71,62,941625.0
8582,Choi Sung Geun,Korea Republic,Suwon Samsung Bluewings,27,3000,775000,63,64.0,65,65,68,68,672100.0
8584,H. Bahebri,Saudi Arabia,Al Hilal,26,12000,825000,43,70.0,59,59,64,64,918250.0
8593,L. Gallegos,Chile,Club Necaxa,27,5000,775000,63,69.0,64,64,68,63,1184125.0
8597,M. Welzmüller,Germany,Bayern München II,29,2000,650000,64,61.0,65,65,68,66,605000.0
8598,M. Thiel,Germany,1. FC Heidenheim 1846,26,5000,825000,32,70.0,66,66,64,59,951375.0
8599,S. Lex,Germany,TSV 1860 München,29,1000,750000,22,69.0,65,65,62,55,817425.0
8605,E. Farias,Chile,CD Cobresal,30,1000,625000,70,58.0,54,54,64,56,607550.0
8608,F. Rodríguez,Colombia,Rionegro Águilas,32,1000,500000,67,50.0,68,68,60,47,498450.0
8611,J. Aguirre,Colombia,Atlético Bucaramanga,32,1000,600000,24,68.0,67,67,67,67,1164750.0
8615,F. Godoy,Argentina,Club Atlético Talleres,29,6000,725000,67,63.0,64,64,73,57,1310775.0
8624,K. Azamoum,France,Albacete BP,29,3000,725000,68,63.0,67,67,71,69,994750.0
8625,F. Kaufmann,Germany,FC Würzburger Kickers,26,3000,825000,60,67.0,64,64,65,57,765025.0
8626,J. Kauko,Finland,Esbjerg fB,28,5000,750000,65,63.0,70,70,67,62,786000.0
8628,R. Rodriguez,Switzerland,KFC Uerdingen 05,28,4000,775000,40,68.0,58,58,63,63,813000.0
8636,M. Azira,Uganda,Chicago Fire,31,3000,575000,66,64.0,65,65,70,58,638100.0
8639,A. Vargas,Colombia,La Equidad,30,1000,725000,32,68.0,59,59,71,69,884125.0
8640,S. Nilsen,Norway,IF Elfsborg,27,2000,700000,64,63.0,70,70,64,54,622575.0
8642,Piao Cheng,China PR,Beijing Sinobo Guoan FC,29,7000,725000,63,69.0,66,66,73,60,1173875.0
8643,M. Mirahmetjan,China PR,Tianjin TEDA FC,28,6000,750000,64,64.0,59,59,68,63,731333.3333333335
8644,Jin Jingdao,China PR,Shandong Luneng TaiShan FC,27,7000,800000,69,70.0,73,73,69,54,1443750.0
8645,K. Fisker,Denmark,Brøndby IF,31,7000,650000,45,70.0,64,64,70,68,772875.0
8646,T. Hamed,Egypt,Egypt,30,0,0,71,65.0,62,62,68,69,1326500.0
8649,I. Depe,Turkey,Kasimpaşa SK,26,5000,825000,29,72.0,62,62,68,62,1103625.0
8654,S. Aškovski,FYR Macedonia,FC Botoşani,27,4000,800000,59,67.0,66,66,66,63,722650.0
8656,M. Šitum,Croatia,Dinamo Zagreb,27,1000,800000,61,69.0,60,60,66,58,803500.0
8658,V. Achim,Romania,FC Viitorul,30,4000,700000,60,67.0,70,70,70,59,732950.0
8659,S. Živec,Slovenia,Zagłębie Lubin,28,3000,775000,33,68.0,49,49,64,64,722375.0
8670,Campillo,Spain,CD Lugo,28,4000,775000,59,65.0,65,65,69,67,779950.0
8671,David Rocha,Spain,Extremadura UD,34,3000,375000,62,66.0,61,61,66,67,540020.8333333333
8674,T. D'Orazio,Italy,Cosenza,29,2000,750000,64,68.0,63,63,65,50,812375.0
8680,Welson Leima,Brazil,Botafogo,35,5000,240000,73,46.0,70,70,72,62,770925.0
8681,Renan Tojeiras,Brazil,Avaí FC,35,4000,240000,75,72.0,55,55,55,57,779000.0
8682,Nuno Cedrim,Brazil,Goiás,27,5000,800000,22,72.0,69,69,73,51,1658750.0
8683,Estevãtinho,Brazil,Fluminense,27,9000,800000,33,64.0,52,52,73,78,732700.0
8688,Breno Laranjeiro,Brazil,Ceará Sporting Club,31,5000,675000,51,66.0,61,61,70,70,700150.0
8689,Melvin Regalito,Brazil,Atlético Paranaense,27,5000,800000,22,67.0,62,62,64,70,742350.0
8690,Wilsson Rosito,Brazil,Fortaleza,35,4000,325000,22,72.0,59,59,66,58,732875.0
8692,J. Viveros,Colombia,América de Cali,27,1000,800000,26,68.0,59,59,63,70,891550.0
8694,T. Ugajin,Japan,Urawa Red Diamonds,31,5000,675000,53,67.0,62,62,68,61,729950.0
8695,T. Aoki,Japan,Urawa Red Diamonds,29,5000,725000,66,63.0,66,66,68,66,747875.0
8696,T. Takagi,Japan,Cerezo Osaka,28,3000,775000,26,65.0,60,60,66,58,727500.0
8697,H. Mita,Japan,FC Tokyo,28,4000,750000,66,64.0,66,66,69,65,766100.0
8701,K. Omori,Japan,FC Tokyo,27,4000,800000,30,69.0,58,58,69,60,847425.0
8706,A. Nakamura,Japan,Kashima Antlers,28,4000,775000,28,71.0,64,64,68,66,1027875.0
8707,N. Fujita,Japan,Cerezo Osaka,32,3000,575000,64,65.0,66,66,72,69,733375.0
8710,F. Saucedo,Bolivia,Bolivia,29,0,0,66,62.0,64,64,72,67,329525.0
8712,Tomás Nuninho,Brazil,Santos,35,8000,240000,65,60.0,60,60,67,59,633300.0
8713,Welliton Helmes,Brazil,Internacional,31,9000,675000,35,71.0,64,64,66,61,1187750.0
8714,J. Christjansen,Denmark,Lyngby BK,31,4000,650000,66,65.0,68,68,67,64,768575.0
8715,G. Mastinu,Italy,Spezia,27,2000,800000,28,67.0,61,61,72,68,790750.0
8717,Frederico Rendel,Brazil,Cruzeiro,31,9000,675000,35,66.0,65,65,63,64,701775.0
8718,Alex Doneiro,Brazil,Atlético Mineiro,31,11000,675000,30,68.0,68,68,65,60,1091875.0
8728,O. Sangante,Senegal,La Berrichonne de Châteauroux,28,2000,675000,67,61.0,62,62,68,58,722225.0
8730,S. Jovanović,Serbia,Al Fateh,27,10000,800000,31,67.0,51,51,69,55,775500.0
8731,R. Blanco,Argentina,CD Antofagasta,29,2000,750000,35,68.0,49,49,71,70,885725.0
8732,X. Mlambo,South Africa,Orlando Pirates,28,1000,750000,55,69.0,64,64,77,68,1330625.0
8738,Paulinho,Brazil,Matsumoto Yamaga,30,2000,625000,66,61.0,63,63,65,56,624900.0
8739,M. Abdulrahman,United Arab Emirates,Al Ain FC,30,1000,725000,56,72.0,62,62,67,68,919750.0
8742,T. Mabunda,South Africa,South Africa,31,0,0,68,69.0,58,58,71,60,535200.0
8745,G. Vașvari,Romania,Sepsi OSK,32,4000,575000,54,67.0,61,61,72,59,670500.0
8746,Romário Pires,Brazil,FC Hermannstadt,30,3000,700000,58,66.0,69,69,72,59,949400.0
8751,M. Guerreyro,Ecuador,Ecuador,31,0,0,56,68.0,67,67,66,67,970625.0
8753,A. Cissé,Senegal,Al Adalah,29,7000,650000,69,65.0,66,66,68,58,763375.0
8755,J. Sands,United States,New York City FC,18,1000,1200000,69,64.0,58,58,66,63,1009500.0
8757,R. Matondo,Wales,FC Schalke 04,18,3000,1300000,28,68.0,59,59,61,58,1065900.0
8758,Y. Adli,France,FC Girondins de Bordeaux,18,3000,1300000,57,71.0,58,58,68,70,1290125.0
8763,D. Jastrzembski,Germany,Hertha BSC,19,4000,1400000,40,69.0,58,58,66,54,1250875.0
8764,G. Tsitaishvili,Ukraine,Dynamo Kyiv,18,1000,1300000,35,74.0,58,58,62,64,1338500.0
8767,R. Guitane,France,Stade Rennais FC,20,8000,1400000,29,72.0,62,62,65,62,1296000.0
8781,M. Coulibaly,Senegal,Udinese,20,4000,1400000,60,65.0,65,65,71,61,1098300.0
8782,Jeong Woo Yeong,Korea Republic,SC Freiburg,19,4000,1400000,32,70.0,58,58,62,60,1200625.0
8784,C. Gomes,France,Manchester City,18,7000,1200000,68,63.0,65,65,68,61,1069000.0
8786,Show,Angola,Os Belenenses,20,2000,1400000,66,66.0,70,70,70,69,1284675.0
8787,B. Enobakhare,Nigeria,Wigan Athletic,21,4000,1400000,31,76.0,56,56,62,59,2154250.0
8788,Pepelu,Spain,CD Tondela,20,2000,1400000,51,66.0,54,54,71,67,1147825.0
8792,M. Léris,France,Sampdoria,21,7000,1400000,60,63.0,57,57,69,63,635000.0
8799,M. Dimun,Slovakia,Cracovia,22,2000,1200000,67,58.0,54,54,67,56,974450.0
8800,A. Bongiovanni,Belgium,KSV Cercle Brugge,19,3000,1200000,47,71.0,54,54,71,64,1240000.0
8804,D. Mihailovic,United States,Chicago Fire,20,2000,1200000,55,65.0,61,61,70,70,746325.0
8807,Pedro Gonçalves,Portugal,Famalicão,21,3000,1200000,48,68.0,63,63,66,69,1137500.0
8808,J. Cacciabue,Argentina,Newell's Old Boys,21,4000,1200000,68,63.0,62,62,75,58,1388300.0
8809,J. Ekkelenkamp,Netherlands,Ajax,19,3000,1200000,62,66.0,70,70,66,62,1055500.0
8810,W. Burger,Netherlands,Feyenoord,18,1000,1100000,60,66.0,63,63,70,64,879225.0
8814,J. Dasilva,England,Brentford,20,9000,1100000,62,69.0,63,63,69,69,1149250.0
8816,C. Pickel,Switzerland,Grenoble Foot 38,22,2000,1100000,65,64.0,65,65,67,69,956650.0
8822,I. Saavedra,Chile,Universidad Católica,20,3000,1100000,65,69.0,68,68,67,61,1156600.0
8823,Víctor,Spain,Real Valladolid CF,22,5000,1100000,59,66.0,51,51,66,54,586250.0
8827,R. Ledson,England,Preston North End,21,5000,1000000,62,64.0,64,64,73,60,966450.0
8828,Kuki Zalazar,Spain,Real Valladolid CF,21,4000,1100000,21,71.0,56,56,69,63,1147750.0
8833,A. Diawusie,Germany,FC Ingolstadt 04,21,2000,1100000,18,69.0,65,65,65,48,954125.0
8836,L. Travis,England,Blackburn Rovers,21,4000,1000000,68,65.0,64,64,68,55,945750.0
8837,Viti Rozada,Spain,Real Oviedo,21,3000,1100000,45,67.0,62,62,59,54,893125.0
8838,G. Crociata,Italy,Crotone,21,1000,1100000,29,70.0,59,59,65,63,973000.0
8843,C. Núñez,Paraguay,Vélez Sarsfield,21,3000,1000000,66,65.0,59,59,65,55,892525.0
8844,A. Antilef,Argentina,Arsenal de Sarandí,20,2000,1100000,59,70.0,53,53,69,59,1056750.0
8846,Pedro Pelágio,Portugal,Clube Sport Marítimo,19,2000,1100000,53,68.0,66,66,72,66,1081125.0
8849,L. Díaz,Costa Rica,Columbus Crew SC,20,2000,1100000,33,69.0,59,59,65,59,910125.0
8851,Gandoy,Spain,Deportivo de La Coruña,20,2000,1000000,70,57.0,57,57,73,48,1234375.0
8854,G. Vadalá,Argentina,Deportes Tolima,22,1000,1000000,16,73.0,54,54,65,62,1218375.0
8856,R. Kongolo,Netherlands,SC Heerenveen,21,2000,975000,68,65.0,55,55,70,43,956775.0
8857,Estrela,Portugal,CD Aves,23,3000,950000,67,63.0,72,72,65,41,923625.0
8858,C. Lobos,Chile,Universidad Católica,22,3000,1000000,66,65.0,62,62,72,61,988250.0
8859,B. Osayi-Samuel,Nigeria,Queens Park Rangers,21,2000,1000000,38,70.0,56,56,63,55,802775.0
8864,P. Ghiglione,Italy,Genoa,22,4000,1000000,65,68.0,67,67,60,63,928225.0
8870,S. Diarra,Ivory Coast,Le Mans FC,20,1000,1000000,58,68.0,56,56,65,57,927625.0
8871,A. Gory,France,Le Havre AC,22,2000,1000000,18,68.0,57,57,59,54,906500.0
8874,D. Batty,England,Hull City,21,3000,975000,66,66.0,64,64,69,64,981400.0
8875,J. Brown,England,Barnsley,21,3000,1000000,39,67.0,58,58,62,63,728650.0
8878,M. Wolfram,Germany,FC Ingolstadt 04,22,2000,1000000,36,68.0,60,60,66,57,1050250.0
8879,Z. Flemming,Netherlands,PEC Zwolle,20,3000,1000000,54,67.0,62,62,66,60,887375.0
8881,M. Thalhammer,Germany,FC Ingolstadt 04,21,2000,975000,66,62.0,65,65,68,54,765750.0
8884,F. Barrientos,Chile,CD Huachipato,22,2000,1000000,13,67.0,50,50,67,64,913775.0
8886,Diego Barri,Spain,Albacete BP,23,2000,950000,64,59.0,65,65,67,63,828425.0
8887,U. Cardona,Mexico,Club Atlas,20,5000,1000000,45,68.0,55,55,64,55,907375.0
8889,A. Harroui,Netherlands,Sparta Rotterdam,21,3000,1000000,62,67.0,63,63,68,66,995075.0
8893,M. Ndockyt,Congo,Getafe CF,20,5000,1000000,34,62.0,69,69,72,62,934775.0
8897,A. Bah,Denmark,SønderjyskE,21,3000,1000000,50,65.0,71,71,57,61,839675.0
8898,Fidalgo,Spain,Real Madrid,22,27000,1000000,51,69.0,62,62,69,70,1087000.0
8903,S. Galani,Chile,Coquimbo Unido,21,1000,1000000,51,59.0,70,70,72,62,907475.0
8905,M. Bennett,England,Derby County,22,7000,1000000,41,68.0,63,63,60,68,935500.0
8906,D. De Silva,Australia,Central Coast Mariners,22,1000,1000000,36,70.0,56,56,65,63,961250.0
8907,F. Cornejo,Chile,Coquimbo Unido,23,1000,975000,61,63.0,61,61,71,72,895625.0
8914,W. Parra,Colombia,HJK Helsinki,24,1000,925000,69,63.0,63,63,65,59,872625.0
8917,G. Dobson,England,Sunderland,21,3000,975000,64,64.0,64,64,66,66,614750.0
8918,M. Odjer,Ghana,US Salernitana 1919,22,1000,975000,63,68.0,69,69,64,55,938000.0
8921,O. Abildgaard,Denmark,Aalborg BK,23,4000,975000,61,67.0,65,65,69,60,912550.0
8923,P. Ochs,Germany,TSG 1899 Hoffenheim,22,8000,1000000,52,68.0,59,59,68,56,923925.0
8924,H. Alpsoy,Turkey,Antalyaspor,22,4000,925000,63,57.0,54,54,72,60,792175.0
8925,T. Ndenge,Germany,FC Luzern,22,4000,925000,67,65.0,65,65,68,62,923250.0
8926,Óscar Pinchi,Spain,Extremadura UD,23,2000,1000000,39,68.0,63,63,65,60,935250.0
8927,D. Črnigoj,Slovenia,FC Lugano,23,2000,1000000,40,68.0,64,64,64,65,889875.0
8928,J. Leko,England,Charlton Athletic,20,4000,1000000,17,70.0,59,59,57,54,922500.0
8929,J. Livolant,France,FC Sochaux-Montbéliard,21,2000,1000000,64,66.0,61,61,66,67,831440.7738095239
8930,L. Gómez,Argentina,Club Atlético Banfield,23,4000,1000000,56,70.0,62,62,65,60,1000375.0
8931,C. Rivera,Colombia,Deportivo Cali,23,1000,925000,66,65.0,63,63,66,63,869275.0
8932,J. Angulo,Mexico,Club Necaxa,22,4000,1000000,51,67.0,56,56,67,63,854625.0
8937,V. Gheorghe,Romania,Astra Giurgiu,22,3000,1000000,45,68.0,66,66,63,53,944050.0
8938,Iban Salvador,Equatorial Guinea,CF Fuenlabrada,23,2000,1000000,20,71.0,48,48,63,63,989125.0
8939,D. Rigo,Belgium,Sparta Rotterdam,20,3000,975000,40,68.0,57,57,73,74,853900.0
8941,D. Raum,Germany,SpVgg Greuther Fürth,21,2000,1000000,41,67.0,57,57,68,59,871800.0
8947,Edu Cortina,Spain,Real Oviedo,22,3000,975000,54,67.0,66,66,69,66,955050.0
8951,J. Intriago,Ecuador,FC Juárez,23,5000,975000,64,67.0,63,63,70,58,928500.0
8953,R. Guerra,Uruguay,Villarreal CF,22,7000,925000,67,64.0,70,70,66,62,914200.0
8954,Chuca,Spain,Wisła Kraków,22,2000,975000,60,67.0,61,61,72,68,980500.0
8956,E. Kayembe,DR Congo,RSC Anderlecht,21,4000,925000,66,70.0,60,60,64,62,944750.0
8958,S. Icardi,Italy,Virtus Entella,22,1000,925000,65,63.0,62,62,66,59,797775.0
8960,Y. Diarra,Mali,FC Red Bull Salzburg,21,7000,975000,64,66.0,71,71,66,68,847125.0
8963,R. Prieto,Paraguay,Godoy Cruz,22,3000,1000000,32,70.0,57,57,62,64,1012750.0
8966,H. Rafia,France,Juventus,20,17000,1000000,33,71.0,64,64,63,61,1005375.0
8973,S. Szmodics,England,Bristol City,23,10000,950000,52,69.0,59,59,63,60,817600.0
8976,J. Flores,Chile,CD Antofagasta,22,1000,950000,12,71.0,61,61,62,53,952500.0
8977,T. Bishop,England,Ipswich Town,22,4000,925000,52,71.0,62,62,69,67,1124625.0
8978,J. Ginnelly,England,Preston North End,22,7000,950000,46,69.0,56,56,56,60,680825.0
8979,Pedro Chirivella,Spain,Liverpool,22,18000,925000,61,66.0,64,64,74,66,997375.0
8980,G. Byers,Scotland,Swansea City,23,7000,925000,58,66.0,65,65,71,66,973375.0
8981,B. Innocent,Nigeria,Malmö FF,23,2000,875000,66,66.0,52,52,62,51,596775.0
8982,Sergio Gil,Spain,Extremadura UD,23,2000,925000,65,68.0,60,60,71,67,987875.0
8984,Gaspar,Spain,UD Almería,21,2000,950000,27,70.0,59,59,68,65,938875.0
8988,Leonardo Lopes,Portugal,Hull City,20,3000,950000,51,70.0,55,55,67,59,919625.0
8994,Sergio Molina,Spain,Albacete BP,23,2000,875000,68,61.0,64,64,69,58,923500.0
8995,A. O'Neill,Australia,Brisbane Roar,20,2000,950000,58,66.0,60,60,68,60,630775.0
8997,M. Pantović,Serbia,VfL Bochum 1848,22,5000,950000,34,69.0,51,51,61,64,862150.0
9000,J. Ramírez,Colombia,Atlético Nacional,21,1000,950000,56,67.0,56,56,66,70,810625.0
9002,Q. Laçi,Albania,AC Ajaccio,23,2000,950000,61,67.0,64,64,67,61,882075.0
9003,P. Kammerbauer,Germany,SC Freiburg,22,5000,875000,62,70.0,64,64,70,63,976000.0
9004,S. Balaure,Romania,Astra Giurgiu,23,3000,950000,40,66.0,53,53,64,59,556525.0
9010,A. Leautey,France,Chamois Niortais Football Club,23,2000,950000,24,67.0,58,58,66,61,838575.0
9011,A. Al Khaibari,Saudi Arabia,Al Nassr,22,8000,875000,67,62.0,65,65,66,59,902000.0
9012,M. Verreth,Belgium,Waasland-Beveren,21,3000,950000,36,67.0,58,58,63,62,809200.0
9013,T. Bergmann,Germany,1. FC Kaiserslautern,22,2000,875000,58,59.0,62,62,69,67,776150.0
9021,P. Chato,Germany,SV Wehen Wiesbaden,22,4000,875000,68,62.0,64,64,65,58,877750.0
9022,F. Proia,Italy,Cittadella,23,1000,925000,63,65.0,66,66,69,63,894475.0
9028,M. Biteghé,Gabon,Al Adalah,22,5000,875000,66,67.0,64,64,67,67,810800.0
9029,L. Thompson,Wales,Shrewsbury,24,3000,900000,68,65.0,62,62,69,63,1004250.0
9034,E. Hyndman,United States,Atlanta United,23,2000,900000,57,72.0,56,56,71,67,1100500.0
9042,M. Multhaup,Germany,1. FC Heidenheim 1846,22,4000,900000,38,71.0,58,58,65,64,956750.0
9044,Arturo Molina,Spain,Levante UD,23,6000,900000,57,71.0,60,60,67,61,978875.0
9048,D. Dianessy,France,Fortuna Sittard,23,3000,900000,23,68.0,55,55,60,64,881075.0
9049,Jang Yun Ho,Korea Republic,Incheon United FC,22,1000,900000,59,62.0,66,66,69,68,805125.0
9050,Lee Yeong Jae,Korea Republic,Gangwon FC,24,2000,900000,52,65.0,65,65,65,71,816550.0
9051,L. Gugganig,Austria,VfL Osnabrück,24,4000,825000,73,54.0,67,67,62,48,937525.0
9052,A. Doffo,Argentina,CD O'Higgins,24,2000,900000,30,67.0,50,50,67,71,860625.0
9054,M. Bähre,Germany,Barnsley,23,4000,900000,39,68.0,60,60,67,66,934250.0
9056,S. Sarr,Senegal,Nîmes Olympique,23,6000,900000,65,61.0,67,67,67,63,802175.0
9057,B. Konaté,France,Chamois Niortais Football Club,23,2000,825000,58,64.0,69,69,67,61,737375.0
9058,M. El Hankouri,Morocco,FC Groningen,22,3000,900000,34,73.0,60,60,62,66,921250.0
9060,Jean Carlos,Brazil,Wisła Kraków,23,2000,900000,38,67.0,55,55,66,68,852775.0
9068,L. Angulo,Colombia,Independiente Medellín,23,1000,900000,61,66.0,64,64,65,62,791500.0
9069,C. Boukholda,France,Os Belenenses,23,2000,900000,40,67.0,63,63,72,74,971750.0
9072,C. Bayala,Burkina Faso,AC Ajaccio,23,2000,900000,29,65.0,60,60,61,61,757325.0
9073,Y. Nazaryna,Ukraine,Royal Antwerp FC,21,3000,900000,62,67.0,60,60,71,68,917375.0
9074,M. Etuin,France,FC Lorient,23,2000,900000,64,66.0,59,59,75,64,859275.0
9079,G. Whyte,Northern Ireland,Cardiff City,23,7000,900000,28,68.0,60,60,60,64,910250.0
9082,S. Lawson,Togo,Livingston FC,24,2000,825000,67,67.0,58,58,68,60,823125.0
9084,Cristian Cedrés,Spain,UD Las Palmas,23,3000,900000,33,69.0,64,64,62,58,899575.0
9090,M. Kennedy,Scotland,St. Johnstone FC,24,2000,875000,52,69.0,56,56,60,61,811975.0
9091,D. Wright,England,St. Johnstone FC,24,2000,875000,54,71.0,57,57,60,59,886375.0
9092,B. Finne,Norway,Vålerenga Fotball,24,2000,875000,12,70.0,67,67,63,58,1272000.0
9093,K. Sadlier,Republic of Ireland,Doncaster Rovers,24,3000,875000,36,68.0,53,53,63,65,778850.0
9095,S. Kaikai,England,Blackpool,23,3000,875000,23,71.0,56,56,62,63,923125.0
9097,E. Zejnullahu,Kosovo,FC Carl Zeiss Jena,24,1000,875000,65,69.0,62,62,68,66,919375.0
9098,J. Allen,England,Coventry City,24,3000,875000,67,62.0,62,62,71,65,948500.0
9103,G. Kastaneer,Curacao,Coventry City,23,3000,875000,30,71.0,66,66,54,59,894950.0
9110,J. Smeets,Netherlands,Fortuna Sittard,24,3000,875000,69,65.0,66,66,67,64,830875.0
9111,D. Gnaase,Germany,FC Würzburger Kickers,22,2000,800000,62,67.0,64,64,67,62,895300.0
9112,R. Zambrano,Venezuela,Portland Timbers,24,2000,800000,62,70.0,60,60,70,68,900000.0
9113,R. González,Chile,CD Huachipato,24,2000,875000,24,68.0,60,60,60,57,749500.0
9114,S. Stolze,Germany, SSV Jahn Regensburg,24,4000,875000,23,72.0,59,59,63,56,970500.0
9115,J. Vásquez,Colombia,Alianza Petrolera,24,1000,875000,20,68.0,59,59,59,60,865500.0
9119,A. Laïdouni,France,FC Voluntari,22,2000,875000,68,67.0,62,62,67,63,877750.0
9120,M. Janković,Montenegro,SPAL,23,4000,875000,28,67.0,61,61,64,65,729700.0
9121,Bruno Leite,Cape Verde,FK Haugesund,24,2000,875000,62,66.0,65,65,67,63,687400.0
9124,M. Schröter,Germany,FSV Zwickau,23,1000,875000,63,61.0,64,64,63,59,423225.0
9126,L. Marseiler,Germany,SpVgg Unterhaching,22,2000,875000,28,69.0,64,64,64,56,931425.0
9128,S. Diarra,Mali,Gazişehir Gaziantep F.K.,24,4000,875000,66,69.0,68,68,66,65,1042000.0
9144,Alex Gorrín,Spain,Oxford United,25,3000,775000,65,66.0,58,58,69,67,799833.3333333335
9147,Zhou Dingyang,Chinese Taipei,Henan Jianye FC,25,4000,850000,65,63.0,66,66,65,65,758425.0
9148,A. Guido,United States,Los Angeles FC,25,3000,850000,51,67.0,66,66,70,65,812175.0
9150,E. Lee,England,Luton Town,24,5000,850000,44,66.0,61,61,66,64,716600.0
9154,M. Palmer,England,Bradford City,24,5000,850000,62,65.0,63,63,67,67,620625.0
9155,L. Hufnagel,Georgia,SpVgg Unterhaching,25,2000,850000,54,71.0,65,65,67,65,917625.0
9156,D. Gape,England,Wycombe Wanderers,24,2000,850000,65,65.0,64,64,66,64,830950.0
9161,G. Iñíguez,Argentina,Udinese,25,5000,850000,66,68.0,60,60,70,62,878000.0
9163,A. Tshibola,DR Congo,Aston Villa,24,13000,850000,64,69.0,57,57,70,65,888625.0
9171,H. Zapata,Colombia,Millonarios FC,24,1000,850000,31,69.0,65,65,62,56,834600.0
9175,S. Ernst,Germany,SpVgg Greuther Fürth,24,3000,850000,54,71.0,65,65,67,64,915125.0
9176,N. Mbemba,France,Stade de Reims,24,7000,850000,63,67.0,63,63,71,65,1064725.0
9180,M. Frey,Germany,SV Sandhausen,23,2000,775000,69,63.0,66,66,69,56,852050.0
9182,B. Çamoğlu,Turkey,Karlsruher SC,22,4000,850000,55,70.0,64,64,66,60,984775.0
9184,H. Hajradinović,Bosnia Herzegovina,Kasimpaşa SK,25,4000,850000,59,67.0,58,58,66,65,794375.0
9185,J. Obrian,Colombia,Rionegro Águilas,24,1000,850000,15,65.0,59,59,61,61,745650.0
9191,K. Malinov,Bulgaria,Bulgaria,25,0,0,68,60.0,68,68,67,59,1042775.0
9192,T. Szántó,Hungary,SK Rapid Wien,23,5000,850000,61,68.0,62,62,64,64,808375.0
9193,S. N'Guessan,Ivory Coast,AS Nancy Lorraine,24,2000,850000,67,68.0,58,58,70,59,836625.0
9195,K. Fukai,Japan,Hokkaido Consadole Sapporo,24,2000,850000,61,69.0,69,69,69,65,874975.0
9200,M. Fischer,Austria,SCR Altach,23,4000,850000,45,67.0,62,62,62,64,780650.0
9201,Juan Hernández,Spain,RC Celta,24,6000,850000,23,66.0,64,64,63,59,769425.0
9202,Robinho,Brazil,Orlando City SC,24,2000,850000,39,72.0,58,58,61,61,953950.0
9204,M. Căpățînă,Romania,FC Voluntari,23,2000,850000,26,65.0,58,58,68,59,685700.0
9207,G. Burke,Republic of Ireland,Shamrock Rovers,25,1000,825000,19,67.0,59,59,62,68,811525.0
9216,Derik,Spain,CD Numancia,26,3000,750000,64,61.0,65,65,60,62,634275.0
9219,L. Kassi,Ivory Coast,Stabæk Fotball,24,1000,850000,60,67.0,59,59,66,67,817750.0
9221,D. Bakker,Netherlands,ADO Den Haag,24,2000,750000,62,66.0,65,65,67,60,748275.0
9223,J. Rothwell,England,Blackburn Rovers,24,6000,850000,60,71.0,59,59,69,60,1008750.0
