,short_name,nationality,club,age,wage_eur,value_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,value_pred
10817,P. Branduani,Italy,Castellammare di Stabia,30,1000,375000,62.0,67.0,60.0,66.0,55.0,65.0,375175.0
10842,M. Schulze Niehues,Germany,SC Preußen Münster,30,1000,375000,64.0,66.0,62.0,63.0,40.0,66.0,363100.0
10873,Dani Barrio,Spain,CD Numancia,32,2000,325000,66.0,65.0,62.0,70.0,49.0,65.0,347475.0
10877,M. Malaeka,Saudi Arabia,Al Faisaly,33,5000,290000,65.0,64.0,66.0,67.0,47.0,63.0,277325.0
10882,Iván Crespo,Spain,Racing Santander,34,2000,240000,64.0,70.0,57.0,65.0,33.0,66.0,379200.0
10902,S. López,Argentina,CD Cobresal,33,1000,290000,62.0,65.0,56.0,62.0,46.0,64.0,282700.0
10903,F. Hurtado,Chile,CD Antofagasta,36,1000,90000,65.0,66.0,62.0,67.0,45.0,63.0,94100.0
10909,L. Giovini,Argentina,Unión La Calera,37,1000,50000,63.0,62.0,62.0,63.0,49.0,68.0,62650.0
10912,L. Delgado,Colombia,Rionegro Águilas,38,1000,50000,60.0,62.0,64.0,64.0,48.0,69.0,68150.0
10915,J. Deschamps,Chile,Curicó Unido,35,1000,150000,66.0,61.0,63.0,61.0,45.0,65.0,176850.0
10951,Liu Dianzuo,China PR,Guangzhou Evergrande Taobao FC,29,5000,375000,64.0,64.0,72.0,65.0,45.0,62.0,380025.0
10955,S. Ichazo,Uruguay,Torino,27,7000,375000,63.0,63.0,67.0,64.0,45.0,64.0,409900.0
10956,N. Vidmar,Slovenia,Slovenia,30,0,0,65.0,66.0,64.0,61.0,46.0,69.0,15150.0
10969,Y. Rokutan,Japan,Shimizu S-Pulse,32,1000,325000,64.0,66.0,58.0,63.0,33.0,63.0,330175.0
10974,S. Arai,Japan,Kawasaki Frontale,30,2000,375000,66.0,62.0,58.0,66.0,49.0,64.0,393375.0
10991,D. Akpeyi,Nigeria,Kaizer Chiefs,33,1000,290000,66.0,67.0,68.0,65.0,24.0,70.0,282950.0
11008,M. Chudý,Slovakia,Górnik Zabrze,30,1000,375000,64.0,68.0,60.0,64.0,23.0,63.0,604450.0
11011,V. Rîmniceanu,Romania,FC Voluntari,29,2000,375000,64.0,61.0,63.0,65.0,32.0,65.0,356350.0
11038,K. Grabara,Poland,Huddersfield Town,20,4000,850000,66.0,63.0,65.0,62.0,39.0,64.0,826625.0
11042,Iñaki Peña,Spain,FC Barcelona,20,12000,850000,65.0,60.0,65.0,65.0,30.0,61.0,836375.0
11071,Moha Ramos,Spain,Birmingham City,19,1000,825000,60.0,64.0,62.0,65.0,27.0,64.0,824875.0
11085,M. Travers,Republic of Ireland,Bournemouth,20,6000,850000,65.0,64.0,62.0,64.0,31.0,63.0,840000.0
11110,U. Adıyaman,Turkey,Gençlerbirliği SK,21,2000,725000,67.0,58.0,57.0,68.0,48.0,60.0,696875.0
11115,L. Grill,Germany,1. FC Kaiserslautern,20,1000,725000,63.0,61.0,60.0,64.0,41.0,63.0,706875.0
11134,João Valido,Portugal,Vitória de Setúbal,19,1000,700000,67.0,62.0,57.0,65.0,26.0,61.0,714625.0
11140,D. Bertaud,France,Montpellier HSC,21,3000,650000,67.0,60.0,56.0,70.0,52.0,59.0,461725.0
11146,D. Nikolić,Serbia,FC Basel 1893,22,4000,650000,63.0,68.0,60.0,66.0,24.0,63.0,655000.0
11147,M. Nicolas,Germany,1. FC Union Berlin,21,4000,650000,68.0,65.0,62.0,65.0,22.0,59.0,633000.0
11173,Diogo Sousa,Portugal,Sporting CP,20,1000,650000,65.0,62.0,57.0,65.0,30.0,60.0,654125.0
11174,D. Rosic,Serbia,UD Almería,22,1000,650000,60.0,62.0,68.0,66.0,31.0,65.0,644250.0
11181,L. Zigi,Ghana,FC Sochaux-Montbéliard,22,1000,625000,66.0,60.0,58.0,68.0,38.0,62.0,611250.0
11190,Song Bum Keun,Korea Republic,Jeonbuk Hyundai Motors,21,1000,625000,65.0,61.0,63.0,64.0,26.0,64.0,628000.0
11191,T. Müller,Germany,Hallescher FC,21,1000,625000,67.0,59.0,61.0,68.0,32.0,61.0,629750.0
11200,Adrián López,Spain,RCD Espanyol,20,3000,625000,62.0,60.0,62.0,68.0,29.0,66.0,623400.0
11222,M. Rudakov,Russia,HJK Helsinki,23,1000,575000,66.0,59.0,61.0,68.0,33.0,61.0,587750.0
11233,S. Hernández,Mexico,Club Atlas,22,3000,575000,64.0,67.0,62.0,64.0,26.0,65.0,559625.0
11256,Alberto González,Spain,CD Mirandés,22,1000,575000,63.0,66.0,54.0,62.0,27.0,67.0,205700.0
11287,M. Lis,Poland,Wisła Kraków,22,1000,550000,68.0,58.0,55.0,70.0,27.0,63.0,562375.0
11288,N. Kocik,France,Valenciennes FC,20,1000,550000,63.0,62.0,63.0,64.0,39.0,66.0,534125.0
11307,Nuno Macedo,Portugal,Moreirense FC,20,1000,550000,65.0,63.0,68.0,65.0,35.0,63.0,529000.0
11309,A. Jakubech,Slovakia,LOSC Lille,22,5000,550000,64.0,62.0,63.0,66.0,40.0,62.0,540750.0
11334,J. Mitchell,England,Derby County,24,4000,500000,63.0,62.0,63.0,65.0,51.0,63.0,485225.0
11340,L. McGee,England,Portsmouth,23,2000,500000,69.0,59.0,53.0,70.0,39.0,59.0,496600.0
11341,B. Collins,England,Barnsley,22,2000,500000,65.0,60.0,63.0,67.0,43.0,61.0,488875.0
11353,F. Buntić,Croatia,FC Ingolstadt 04,22,1000,500000,67.0,62.0,60.0,64.0,25.0,63.0,505625.0
11355,O. Christensen,Denmark,Odense Boldklub,20,2000,525000,65.0,63.0,63.0,65.0,36.0,64.0,424375.0
11364,A. Dini,Italy,Trapani,23,1000,500000,64.0,62.0,59.0,67.0,28.0,66.0,499625.0
11367,C. Hazard,Northern Ireland,Celtic,21,5000,525000,64.0,65.0,64.0,66.0,25.0,66.0,515250.0
11369,A. Spahic,Bosnia Herzegovina,1. FC Kaiserslautern,22,1000,500000,63.0,62.0,60.0,66.0,29.0,69.0,505775.0
11387,W. Falcone,Italy,Sampdoria,24,5000,475000,65.0,64.0,65.0,68.0,27.0,64.0,487625.0
11392,Ander Cantero,Spain,CD Lugo,24,2000,475000,56.0,69.0,59.0,64.0,55.0,68.0,197800.0
11399,S. Román,Colombia,Once Caldas,24,1000,475000,63.0,58.0,59.0,72.0,44.0,66.0,464025.0
11426,Carlos Miguel,Brazil,FC Red Bull Salzburg,22,5000,475000,69.0,59.0,64.0,65.0,27.0,66.0,466500.0
11443,R. Sánchez,Mexico,Chicago Fire,25,1000,450000,70.0,59.0,63.0,68.0,43.0,59.0,450150.0
11457,U. Saracco,Italy,Cosenza,25,1000,450000,64.0,62.0,57.0,70.0,45.0,61.0,439125.0
11461,G. Gazzaniga,Argentina,SD Ponferradina,25,2000,450000,66.0,64.0,63.0,61.0,51.0,62.0,245825.0
11474,R. Piscitelli,Italy,Dinamo Bucureşti,25,2000,450000,64.0,65.0,53.0,66.0,42.0,64.0,423725.0
11476,T. Demirtaş,Turkey,Gençlerbirliği SK,25,3000,450000,66.0,62.0,60.0,66.0,22.0,67.0,450675.0
11502,J. Bond,England,West Bromwich Albion,26,7000,450000,65.0,61.0,61.0,64.0,47.0,62.0,441375.0
11520,J. Houwen,Netherlands,Vitesse,23,3000,450000,65.0,63.0,62.0,67.0,44.0,60.0,430625.0
11533,A. Maisonnial,France,Paris FC,21,1000,450000,65.0,66.0,62.0,68.0,63.0,60.0,404850.0
11534,Y. Aygün,Turkey,Göztepe SK,23,3000,450000,65.0,64.0,59.0,65.0,47.0,63.0,442250.0
11553,E. Vaessen,Netherlands,RKC Waalwijk,23,1000,450000,65.0,62.0,58.0,67.0,36.0,64.0,470250.0
11561,E. Johansen,Norway,SK Brann,26,1000,425000,60.0,63.0,65.0,69.0,28.0,61.0,434375.0
11563,D. Léon,France,Stade Brestois 29,26,3000,425000,61.0,62.0,60.0,68.0,47.0,63.0,409225.0
11575,M. Van Damme,Belgium,KSV Cercle Brugge,25,3000,425000,65.0,61.0,61.0,67.0,49.0,59.0,418375.0
11579,D. Węglarz,Poland,Jagiellonia Białystok,23,2000,425000,63.0,64.0,59.0,67.0,33.0,62.0,729625.0
11582,M. Maroši,Slovakia,Coventry City,25,2000,425000,63.0,62.0,65.0,64.0,41.0,62.0,427250.0
11589,David Gil,Spain,Cádiz CF,25,2000,425000,66.0,68.0,67.0,63.0,47.0,59.0,415550.0
11590,M. Fraisl,Austria,SV Sandhausen,26,1000,425000,64.0,61.0,59.0,66.0,41.0,61.0,432000.0
11591,I. Çipe,Turkey,Kayserispor,24,2000,425000,63.0,66.0,64.0,64.0,45.0,64.0,416875.0
11619,Milton Raphael,Brazil,Vitória de Setúbal,28,1000,400000,64.0,62.0,65.0,64.0,25.0,65.0,395875.0
11620,S. Walker,England,Reading,27,4000,400000,66.0,63.0,58.0,65.0,43.0,65.0,407375.0
11625,I. Gelios,Greece,Holstein Kiel,27,3000,400000,66.0,60.0,54.0,72.0,45.0,62.0,388350.0
11631,Pol,Spain,CF Fuenlabrada,27,2000,400000,62.0,69.0,59.0,64.0,48.0,60.0,403425.0
11642,M. Kuttin,Austria,Wolfsberger AC,25,2000,425000,65.0,60.0,69.0,66.0,35.0,61.0,417700.0
11648,E. Mastrolía,Argentina,Club Atlético Talleres,28,3000,400000,64.0,60.0,61.0,63.0,47.0,69.0,354575.0
11653,A. Mosquera,Colombia,Independiente Medellín,27,1000,400000,67.0,58.0,60.0,67.0,43.0,62.0,397700.0
11665,Emanuel Novo,Portugal,FC Hermannstadt,26,2000,400000,66.0,62.0,55.0,68.0,17.0,60.0,396325.0
11668,D. Petković,Montenegro,Angers SCO,26,4000,400000,65.0,62.0,62.0,66.0,42.0,65.0,398250.0
11673,Diogo Silva,Portugal,CD Tondela,26,2000,400000,63.0,61.0,63.0,65.0,26.0,66.0,401625.0
11674,E. Pap,Romania,FC Botoşani,25,2000,425000,68.0,63.0,60.0,65.0,24.0,59.0,400000.0
11678,M. Birighitti,Australia,Central Coast Mariners,28,1000,400000,65.0,63.0,64.0,65.0,48.0,64.0,401000.0
11679,O. Söderberg,Sweden,AFC Eskilstuna,28,1000,400000,64.0,63.0,63.0,64.0,30.0,64.0,424750.0
11682,R. Allsop,England,Wycombe Wanderers,27,2000,375000,65.0,59.0,65.0,67.0,42.0,61.0,420700.0
11686,C. Cropper,United States,New England Revolution,26,2000,400000,67.0,62.0,61.0,66.0,36.0,61.0,410250.0
11687,C. Diop,Senegal,Montreal Impact,25,1000,400000,69.0,61.0,63.0,68.0,31.0,60.0,429125.0
11690,P. Kühn,Germany,VfL Osnabrück,26,3000,400000,67.0,62.0,69.0,63.0,32.0,64.0,396975.0
11695,S. Patzler,Germany,Viktoria Köln,28,1000,400000,64.0,63.0,57.0,65.0,36.0,61.0,436250.0
11703,V. Vasić,Serbia,Royal Excel Mouscron,29,2000,375000,66.0,58.0,65.0,66.0,44.0,65.0,361375.0
11722,K. Debaty,Belgium,Waasland-Beveren,30,2000,350000,65.0,61.0,50.0,65.0,40.0,64.0,334725.0
11728,G. Kongshavn,Norway,Tromsø IL,28,1000,375000,64.0,64.0,63.0,64.0,21.0,62.0,383875.0
11742,M. Jeannin,Algeria,Clermont Foot 63,28,1000,375000,66.0,62.0,65.0,66.0,50.0,61.0,383375.0
11752,B. Rowe,United States,Orlando City SC,30,2000,350000,65.0,64.0,63.0,68.0,50.0,61.0,373875.0
11757,I. Berezovskyi,Ukraine,SV Darmstadt 98,28,4000,375000,67.0,62.0,58.0,64.0,27.0,62.0,666375.0
11758,A. Kann,United States,Atlanta United,28,2000,375000,64.0,62.0,62.0,62.0,43.0,66.0,403125.0
11772,I. Jónsson,Iceland,Iceland,29,0,0,64.0,61.0,58.0,64.0,46.0,63.0,24350.0
11782,T. Morita,Japan,Matsumoto Yamaga,28,1000,375000,64.0,62.0,62.0,65.0,28.0,65.0,383250.0
11786,S. Takagi,Japan,Oita Trinita,30,1000,350000,61.0,62.0,74.0,68.0,47.0,60.0,346025.0
11793,D. van Crooij,Netherlands,VVV-Venlo,28,2000,375000,66.0,65.0,60.0,63.0,22.0,65.0,388500.0
11805,S. Rénot,France,ESTAC Troyes,29,2000,375000,61.0,63.0,62.0,65.0,33.0,65.0,355125.0
11812,Park Ilgyu,Korea Republic,Yokohama F. Marinos,29,1000,375000,61.0,58.0,64.0,69.0,38.0,64.0,377300.0
11819,G. Morris,England,Crawley Town,35,1000,120000,67.0,59.0,62.0,66.0,33.0,64.0,118750.0
11824,T. Berni,Italy,Inter,36,6000,80000,64.0,60.0,59.0,66.0,29.0,64.0,411250.0
11825,D. Haas,Germany,FC Erzgebirge Aue,35,1000,120000,64.0,63.0,55.0,64.0,34.0,62.0,135550.0
11827,L. Walthert,Switzerland,Neuchâtel Xamax,35,1000,120000,67.0,61.0,62.0,66.0,43.0,65.0,115900.0
11832,C. Muñoz,Argentina,CD Universidad de Concepción,42,1000,50000,64.0,63.0,66.0,61.0,55.0,64.0,191450.0
11835,C. Vâtcă,Romania,CFR Cluj,37,2000,50000,63.0,65.0,61.0,59.0,31.0,69.0,53400.0
11841,T. Gebauer,Austria,LASK Linz,37,1000,50000,63.0,65.0,61.0,60.0,49.0,66.0,53350.0
11842,Ricardo Batista,Portugal,Gaz Metan Mediaş,32,2000,270000,62.0,63.0,63.0,66.0,38.0,69.0,254400.0
11854,J. Lillis,England,Rochdale,32,1000,270000,66.0,63.0,62.0,66.0,44.0,57.0,342500.0
11862,E. Hernández,Mexico,Club Atlas,36,2000,80000,71.0,54.0,60.0,66.0,57.0,63.0,91800.0
11878,M. Gostomski,Poland,FK Haugesund,30,1000,300000,64.0,60.0,55.0,68.0,36.0,64.0,314550.0
11888,Y. De Winter,Belgium,Royal Antwerp FC,32,2000,270000,65.0,65.0,56.0,60.0,50.0,68.0,208350.0
11889,B. Olejnik,Austria,Mansfield Town,32,4000,270000,65.0,61.0,63.0,64.0,37.0,62.0,274625.0
11891,B. Mitrev,Bulgaria,FC Voluntari,32,2000,270000,59.0,65.0,70.0,64.0,20.0,66.0,304775.0
11900,A. Legzdins,England,Burnley,32,6000,270000,64.0,61.0,62.0,65.0,32.0,64.0,268000.0
11904,M. Howard,England,Blackpool,32,2000,270000,61.0,63.0,61.0,68.0,35.0,63.0,297750.0
11910,J. Ayala,Argentina,Rosario Central,31,3000,290000,66.0,65.0,65.0,66.0,35.0,58.0,291625.0
11922,Cho Soo Hyuk,Korea Republic,Ulsan Hyundai FC,32,2000,270000,61.0,66.0,62.0,63.0,34.0,65.0,364125.0
11924,Hong Jung Nam,Korea Republic,Jeonbuk Hyundai Motors,31,2000,290000,65.0,63.0,62.0,62.0,36.0,64.0,308625.0
11945,D. Telgenkamp,Netherlands,FC Emmen,32,1000,270000,68.0,63.0,60.0,65.0,33.0,62.0,285400.0
11968,J. Shea,England,Luton Town,28,3000,325000,64.0,61.0,55.0,66.0,27.0,65.0,328400.0
12005,J. Maurer,United States,FC Dallas,30,2000,300000,66.0,63.0,64.0,66.0,34.0,66.0,302175.0
12009,Yu Sang Hun,Korea Republic,FC Seoul,30,2000,300000,64.0,60.0,62.0,65.0,38.0,65.0,304375.0
12030,A. Al Qarni,Saudi Arabia,Al Ittihad,35,4000,120000,64.0,63.0,59.0,63.0,45.0,61.0,147150.0
12046,B. Stuver,United States,New York City FC,28,2000,325000,67.0,64.0,62.0,62.0,46.0,62.0,342825.0
12073,L. Santelices,Chile,Curicó Unido,33,1000,240000,61.0,65.0,62.0,64.0,49.0,61.0,253550.0
12100,T. Murayama,Japan,Matsumoto Yamaga,31,1000,290000,69.0,62.0,76.0,64.0,37.0,60.0,292900.0
12106,Nelson Freitosa,Brazil,Ceará Sporting Club,35,2000,120000,59.0,47.0,66.0,74.0,49.0,72.0,210325.0
12140,C. Straton,Romania,Dinamo Bucureşti,29,2000,325000,64.0,60.0,61.0,65.0,32.0,66.0,314525.0
12155,G. Chatterjee,India,India,33,0,0,64.0,68.0,69.0,60.0,30.0,61.0,47100.0
12165,M. Vandevoordt,Belgium,KRC Genk,17,1000,600000,67.0,63.0,58.0,68.0,15.0,54.0,594875.0
12175,L. Plogmann,Germany,SV Werder Bremen,19,2000,675000,64.0,60.0,61.0,67.0,40.0,56.0,645125.0
12188,Y. Diouf,France,Stade de Reims,19,2000,675000,64.0,64.0,60.0,63.0,44.0,62.0,635625.0
12191,L. Ureta,Chile,CD O'Higgins,20,1000,675000,61.0,62.0,60.0,67.0,30.0,62.0,666375.0
12202,João Virgínia,Portugal,Reading,19,1000,675000,62.0,61.0,60.0,65.0,52.0,59.0,662375.0
12205,A. Akbulut,Turkey,Trabzonspor,18,1000,625000,65.0,61.0,59.0,68.0,34.0,64.0,612000.0
12225,R. Hoffmann,Germany,FC Bayern München,20,7000,675000,61.0,62.0,66.0,64.0,25.0,64.0,663500.0
12230,C. Sánchez,Cuba,Real Sporting de Gijón,19,1000,675000,64.0,62.0,57.0,64.0,34.0,62.0,668750.0
12254,Álex Domínguez,Spain,Deportivo Alavés,20,2000,675000,61.0,62.0,63.0,64.0,43.0,60.0,675125.0
12274,A. Whiteman,England,Tottenham Hotspur,20,7000,575000,66.0,61.0,59.0,66.0,31.0,62.0,596375.0
12299,E. Ruiz,Colombia,Independiente Medellín,21,1000,525000,67.0,60.0,54.0,65.0,46.0,63.0,303600.0
12302,H. Burgoyne,England,Wolverhampton Wanderers,22,8000,525000,65.0,62.0,61.0,64.0,35.0,61.0,525250.0
12312,N. Bishop,England,Southend United,19,1000,525000,64.0,62.0,61.0,64.0,21.0,63.0,528375.0
12322,F. Dahmen,Germany,1. FSV Mainz 05,21,3000,525000,65.0,60.0,59.0,65.0,42.0,60.0,513250.0
12335,F. Cambeses,Argentina,Club Atlético Banfield,22,2000,500000,62.0,62.0,63.0,64.0,46.0,63.0,494000.0
12339,N. Baxter,England,Ross County FC,20,1000,500000,64.0,62.0,63.0,65.0,38.0,63.0,493375.0
12341,U. Yuvakuran,Turkey,Beşiktaş JK,21,5000,500000,64.0,60.0,59.0,64.0,35.0,60.0,493750.0
12343,M. Di Gregorio,Italy,Pordenone,21,1000,500000,66.0,65.0,52.0,69.0,26.0,61.0,503425.0
12363,M. Aioani,Romania,Chindia Târgovişte,19,1000,500000,64.0,60.0,61.0,65.0,24.0,62.0,494000.0
12375,Ezkieta,Spain,Athletic Club de Bilbao,22,3000,475000,65.0,58.0,59.0,64.0,45.0,59.0,462500.0
12378,Juan Pérez,Spain,CA Osasuna,22,4000,475000,62.0,66.0,57.0,68.0,34.0,62.0,499500.0
12382,Q. Braat,France,Chamois Niortais Football Club,21,1000,475000,67.0,65.0,61.0,65.0,27.0,61.0,488625.0
12386,Dani Cárdenas,Spain,Levante UD,22,3000,475000,60.0,62.0,58.0,69.0,36.0,55.0,464075.0
12395,N. Mantl,Germany,SpVgg Unterhaching,19,1000,450000,64.0,61.0,61.0,68.0,32.0,57.0,451450.0
12411,Brian Araújo,Portugal,Gil Vicente FC,19,1000,450000,59.0,63.0,53.0,69.0,21.0,63.0,439225.0
12413,João Gonçalves,Portugal,Boavista FC,18,1000,425000,62.0,64.0,57.0,56.0,29.0,67.0,388775.0
12420,S. Brodersen,Germany,FC St. Pauli,22,2000,450000,64.0,60.0,56.0,67.0,43.0,62.0,438875.0
12428,S. Perisan,Italy,Udinese,21,2000,450000,68.0,59.0,56.0,65.0,46.0,58.0,435025.0
12435,L. García,Colombia,Sevilla FC,21,2000,450000,66.0,62.0,59.0,63.0,53.0,64.0,435125.0
12443,P. Köhn,Switzerland,FC Red Bull Salzburg,21,3000,450000,64.0,63.0,60.0,63.0,28.0,66.0,469750.0
12445,L. Zidane,France,Racing Santander,21,1000,450000,64.0,60.0,61.0,62.0,32.0,62.0,446375.0
12451,Kellyan,Spain,Málaga CF,20,1000,450000,63.0,62.0,62.0,63.0,44.0,64.0,444250.0
12452,Fran Vieites,Spain,RC Celta,20,2000,450000,65.0,60.0,62.0,63.0,19.0,59.0,445000.0
12464,R. Matthys,Belgium,KAS Eupen,20,1000,450000,65.0,59.0,54.0,65.0,23.0,66.0,434125.0
12470,J. Coleman,England,Huddersfield Town,23,4000,425000,63.0,61.0,62.0,64.0,45.0,62.0,414750.0
12471,N. Contini,Ukraine,Virtus Entella,23,1000,425000,63.0,62.0,55.0,65.0,48.0,60.0,362575.0
12475,I. Pomazun,Russia,PFC CSKA Moscow,22,1000,425000,62.0,64.0,68.0,66.0,38.0,60.0,412825.0
12476,Lee Tae Hee,Korea Republic,Incheon United FC,24,1000,425000,62.0,62.0,61.0,63.0,44.0,62.0,424875.0
12493,Jaume Valens,Spain,Real Oviedo,23,2000,425000,61.0,64.0,61.0,62.0,48.0,59.0,429100.0
12494,S. Müller,Germany,Karlsruher SC,23,2000,425000,63.0,66.0,54.0,67.0,22.0,62.0,535625.0
12499,C. Fejér,Romania,Sepsi OSK,24,2000,425000,62.0,61.0,65.0,64.0,35.0,58.0,413625.0
12517,I. Lawlor,Republic of Ireland,Doncaster Rovers,24,2000,400000,65.0,62.0,62.0,64.0,45.0,61.0,394125.0
12520,O. Schnitzler,Germany,SC Preußen Münster,23,1000,400000,62.0,60.0,65.0,65.0,42.0,62.0,393175.0
12521,M. Marić,Croatia,Lillestrøm SK,23,1000,400000,63.0,62.0,65.0,66.0,42.0,66.0,397000.0
12527,A. Mandrea,France,Angers SCO,22,3000,400000,67.0,56.0,57.0,71.0,45.0,59.0,390125.0
12532,T. Schützenauer,Austria,SK Sturm Graz,22,3000,400000,63.0,60.0,65.0,63.0,37.0,64.0,390825.0
12556,M. Hiller,Germany,TSV 1860 München,22,1000,400000,66.0,61.0,44.0,71.0,31.0,60.0,400825.0
12559,Pedro Mateus,Portugal,Clube Sport Marítimo,22,1000,400000,65.0,61.0,55.0,64.0,34.0,62.0,376300.0
12578,H. Bonmann,Germany,TSV 1860 München,25,1000,375000,64.0,59.0,58.0,64.0,30.0,64.0,365825.0
12584,E. Ersu,Turkey,Fenerbahçe SK,25,8000,375000,63.0,61.0,60.0,66.0,36.0,63.0,386625.0
12585,L. M'Pasi,France,Rodez Aveyron Football,24,1000,375000,62.0,61.0,64.0,66.0,46.0,60.0,387625.0
12590,T. Guivarch,France,En Avant de Guingamp,23,1000,375000,66.0,59.0,58.0,65.0,48.0,60.0,385850.0
12613,C. Căbuz,Romania,FC Viitorul,23,1000,375000,62.0,63.0,61.0,63.0,22.0,63.0,399350.0
12620,J. Bonham,Republic of Ireland,Gillingham,25,2000,375000,64.0,60.0,67.0,65.0,44.0,66.0,367850.0
12624,J. Frick,Switzerland,Servette FC,26,2000,350000,64.0,62.0,66.0,62.0,45.0,60.0,348675.0
12625,T. Vincensini,France,Racing Club de Lens,25,2000,375000,62.0,62.0,56.0,65.0,57.0,61.0,377950.0
12626,T. Dähne,Germany,Wisła Płock,25,1000,375000,67.0,58.0,57.0,67.0,58.0,61.0,467550.0
12627,L. Brănescu,Romania,Kilmarnock,25,1000,375000,63.0,62.0,56.0,66.0,53.0,61.0,359700.0
12636,C. Guerra,Chile,Unión Española,24,1000,375000,62.0,58.0,59.0,61.0,41.0,65.0,358200.0
12712,P. Grazziani,Colombia,Alianza Petrolera,24,1000,350000,64.0,61.0,58.0,65.0,42.0,63.0,341100.0
12714,H. Konaté,Ivory Coast,Valenciennes FC,24,1000,350000,64.0,60.0,62.0,68.0,53.0,58.0,355400.0
12725,Miguel Santos,Portugal,Astra Giurgiu,24,1000,350000,66.0,64.0,62.0,64.0,21.0,64.0,362125.0
12726,L. Jonsson,Sweden,IK Sirius,26,1000,350000,63.0,62.0,62.0,64.0,35.0,63.0,359950.0
12736,A. Falch,Norway,Sarpsborg 08 FF,27,1000,325000,64.0,60.0,55.0,66.0,37.0,60.0,331600.0
12743,A. Smith,England,Forest Green Rovers,26,3000,325000,64.0,58.0,61.0,68.0,22.0,61.0,328925.0
12745,S. van der Lei,Netherlands,FC Emmen,26,1000,325000,65.0,60.0,61.0,69.0,46.0,58.0,324575.0
12753,M. Brouwer,Netherlands,Heracles Almelo,26,1000,325000,66.0,62.0,60.0,63.0,26.0,58.0,414750.0
12767,R. Wulle,Germany,SV Sandhausen,25,1000,350000,62.0,62.0,59.0,64.0,46.0,61.0,358725.0
12779,A. Meyer,Germany, SSV Jahn Regensburg,28,2000,325000,68.0,60.0,68.0,67.0,26.0,49.0,346550.0
12788,A. Ivačič,Slovenia,Portland Timbers,25,1000,350000,64.0,65.0,60.0,65.0,38.0,63.0,353375.0
12805,A. Cadavid,Colombia,América de Cali,28,1000,325000,64.0,58.0,52.0,66.0,49.0,63.0,163300.0
12806,P. Heredia,Argentina,Unión La Calera,29,1000,300000,63.0,64.0,57.0,65.0,43.0,61.0,309950.0
12808,A. Chapman,England,Peterborough United,29,2000,300000,66.0,60.0,57.0,65.0,32.0,62.0,306325.0
12816,A. Tarbell,United States,San Jose Earthquakes,25,1000,325000,62.0,64.0,59.0,70.0,29.0,61.0,346050.0
12828,J. Coppens,Belgium,FC Carl Zeiss Jena,28,1000,300000,66.0,61.0,57.0,68.0,42.0,55.0,302800.0
12836,Kim Da Sol,Korea Republic,Suwon Samsung Bluewings,30,1000,290000,61.0,61.0,66.0,64.0,37.0,65.0,280025.0
12838,D. Moldovan,Romania,Chindia Târgovişte,29,1000,300000,61.0,67.0,56.0,66.0,37.0,60.0,300850.0
12840,Mejías,Spain,Middlesbrough,30,5000,290000,63.0,64.0,65.0,64.0,55.0,62.0,284125.0
12844,Lee Bum Soo,Korea Republic,Gyeongnam FC,28,1000,300000,65.0,62.0,59.0,64.0,60.0,62.0,306150.0
12847,M. Sourzac,France,AS Nancy Lorraine,27,1000,300000,63.0,62.0,57.0,66.0,55.0,61.0,301300.0
12852,J. Muñoz,Chile,Audax Italiano,28,1000,300000,64.0,61.0,60.0,65.0,44.0,65.0,310925.0
12865,T. Okubo,Japan,Shimizu S-Pulse,29,1000,300000,56.0,56.0,57.0,68.0,28.0,69.0,283050.0
12877,M. Ratajczak,Germany,SC Paderborn 07,37,2000,40000,62.0,64.0,35.0,64.0,44.0,64.0,49550.0
12878,B. Roche,Republic of Ireland,Morecambe,37,1000,40000,59.0,65.0,62.0,63.0,23.0,68.0,341900.0
12879,P. Grünwald,Austria,WSG Tirol,36,1000,60000,62.0,63.0,65.0,61.0,35.0,63.0,81900.0
12880,C. Källqvist,Sweden,BK Häcken,35,1000,100000,55.0,65.0,64.0,59.0,23.0,66.0,86900.0
12881,P. Heerwagen,Germany,SV Sandhausen,36,1000,60000,64.0,62.0,54.0,63.0,35.0,63.0,48900.0
12882,Y. Gutiérrez,Mexico,Club Necaxa,38,1000,40000,62.0,62.0,63.0,65.0,38.0,62.0,78000.0
12883,D. Zibung,Switzerland,FC Luzern,35,2000,100000,65.0,60.0,53.0,65.0,29.0,62.0,125150.0
12884,I. Austbø,Norway,Viking FK,34,1000,160000,62.0,60.0,63.0,63.0,27.0,61.0,385400.0
12885,G. Rogers,Republic of Ireland,Dundalk,37,1000,40000,63.0,64.0,59.0,62.0,27.0,63.0,423750.0
12890,B. Clarke,Republic of Ireland,St. Patrick's Athletic,33,1000,200000,65.0,63.0,61.0,64.0,48.0,62.0,215825.0
12892,C. Logan,Republic of Ireland,Mansfield Town,33,3000,200000,62.0,58.0,61.0,66.0,29.0,61.0,336925.0
12903,K. Letheren,Wales,Salford City,31,3000,240000,62.0,62.0,62.0,61.0,32.0,61.0,236250.0
12913,G. Moss,New Zealand,Newcastle Jets,36,1000,60000,66.0,59.0,61.0,61.0,40.0,61.0,316125.0
12925,L. Reddy,Australia,Perth Glory,37,1000,40000,62.0,59.0,59.0,62.0,48.0,64.0,219400.0
